json index,label index,Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign,end frame of video clip containing the sign,start frame of the sign,end frame of the sign,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,video file,sign type
6026,353,6080,NINETEEN,NINETEEN,NINETEEN+++++++,1525,1711,1575,1661,F,,F,,ASL_2008_05_12a_scene2-camera1.mov,Number Signs
6027,353,6081,NINETEEN,NINETEEN_2,NINETEEN_2,2295,2430,2345,2380,10,,F,,ASL_2008_01_11_scene3-camera1.mov,Number Signs
6054,354,6108,NOT-MIND,NOT-MIND,NOT-MIND,1225,1350,1275,1300,1,,1,,ASL_2008_01_18_scene22-camera1.mov,Lexical Signs
6055,354,6111,NOT-MIND,NOT-MIND,NOT-MIND,1155,1270,1205,1220,1,,1,,ASL_2008_08_06_scene22-camera1.mov,Lexical Signs
6056,354,6112,NOT-MIND,NOT-MIND,NOT-MIND,1858,1973,1908,1923,1,,1,,ASL_2011_06_08_Brady_scene38-camera1.mov,Lexical Signs
6057,354,6113,NOT-MIND,NOT-MIND,NOT-MIND+,1780,1921,1830,1871,1,,1,,ASL_2008_05_29a_scene1-camera1.mov,Lexical Signs
6058,354,6114,NOT-MIND,NOT-MIND,NOT-MIND+,1695,1830,1745,1780,1,,1,,ASL_2008_05_29a_scene2-camera1.mov,Lexical Signs
6059,354,6115,NOT-MIND,NOT-MIND,NOT-MIND+,305,418,355,368,1,,1,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs
6060,354,207753,NOT-MIND,NOT-MIND,NOT-MIND,1646,1763,1696,1713,1,,1,,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs
6061,354,207754,NOT-MIND,NOT-MIND,NOT-MIND,1764,1903,1814,1853,1,,1,,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs
6063,355,6117,NOT-YET,NOT-YET,NOT-YET+,1312,1461,1362,1411,B-L,,B-L,,ASL_2008_02_15_scene21-camera1.mov,Lexical Signs
6064,355,6118,NOT-YET,NOT-YET,NOT-YET++,1050,1185,1100,1135,B-L,,B-L,,ASL_2008_02_01_scene44-camera1.mov,Lexical Signs
6065,355,6119,NOT-YET,NOT-YET,NOT-YET++,890,1029,940,979,B-L,,B-L,,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs
6066,355,6120,NOT-YET,NOT-YET,NOT-YET++,326,458,376,408,B-L,,B-L,,ASL_2006_10_10_scene20-camera1.mov,Lexical Signs
6067,355,6121,NOT-YET,NOT-YET,NOT-YET++,520,682,570,632,B-L,,B-L,,ASL_2007_05_24_scene19-camera1.mov,Lexical Signs
6068,355,6122,NOT-YET,NOT-YET,NOT-YET++,250,399,300,349,B-L,,B-L,,ASL_2007_05_24_scene22-camera1.mov,Lexical Signs
6069,355,6123,NOT-YET,NOT-YET,NOT-YET+++,3230,3393,3280,3343,B-L,,B-L,,ASL_2008_08_13_scene37-camera1.mov,Lexical Signs
6074,56,6130,NOW,NOW,NOW+,2480,2630,2530,2580,Y,Y,Y,Y,ASL_2008_02_15_scene21-camera1.mov,Lexical Signs
6075,56,6131,NOW,NOW,NOW+,905,1045,955,995,Y,Y,Y,Y,ASL_2008_03_28_scene19-camera1.mov,Lexical Signs
6076,56,6132,NOW,NOW,NOW+,13660,13792,13710,13742,Y,Y,Y,Y,ASL_2011_06_08_Brady_scene31-camera1.mov,Lexical Signs
6077,56,6133,NOW,NOW,NOW+,1279,1414,1329,1364,Y,Y,Y,Y,ASL_2011_07_22_Brady_scene7-camera1.mov,Lexical Signs
6078,56,207859,NOW,NOW,NOW+,40,195,90,145,Y,Y,Y,Y,ASL_2010_08_10_Liz_additional_lexicon_signs_scene27-camera1.mov,Lexical Signs
6079,56,207860,NOW,NOW,NOW,2098,2236,2148,2186,Y,Y,Y,Y,ASL_2006_01_20_scene22-camera1.mov,Lexical Signs
6117,356,6172,ns-ATLANTA,ns-ATLANTA,ns-ATLANTA,505,645,555,595,A,,A,,ASL_2008_01_11_scene24-camera1.mov,Lexical Signs
6118,356,6173,ns-ATLANTA,ns-ATLANTA,ns-ATLANTA,510,642,560,592,A,,A,,ASL_2008_05_12a_scene16-camera1.mov,Lexical Signs
6119,356,6174,ns-ATLANTA,ns-ATLANTA,ns-ATLANTA,235,370,285,320,A,,A,,ASL_2008_08_04_scene16-camera1.mov,Lexical Signs
6120,356,6175,ns-ATLANTA,ns-ATLANTA,ns-ATLANTA,17466,17590,17516,17540,A,,A,,ASL_2011_06_08_Brady_scene13-camera1.mov,Lexical Signs
6121,356,6176,ns-ATLANTA,ns-ATLANTA,ns-ATLANTA,1123,1251,1173,1201,A,,A,,ASL_2006_10_10_scene3-camera1.mov,Lexical Signs
6122,356,6177,ns-ATLANTA,ns-ATLANTA,ns-ATLANTA,1103,1253,1153,1203,10,,10,,ASL_2007_05_24_scene7-camera1.mov,Lexical Signs
6134,357,6189,ns-BOSTON,ns-BOSTON,ns-BOSTON,795,941,845,891,B-xd,,B-xd,,ASL_2008_01_11_scene51-camera1.mov,Lexical Signs
6135,357,6190,ns-BOSTON,ns-BOSTON,ns-BOSTON,1200,1335,1250,1285,B-xd,,B-xd,,ASL_2008_01_11_scene51-camera1.mov,Lexical Signs
6136,357,6191,ns-BOSTON,ns-BOSTON,ns-BOSTON,172,326,222,276,B-xd,,B-xd,,ASL_2008_05_12a_scene32-camera1.mov,Lexical Signs
6137,357,6192,ns-BOSTON,ns-BOSTON,ns-BOSTON,393,518,443,468,B-xd,,B-xd,,ASL_2008_08_04_scene33-camera1.mov,Lexical Signs
6138,357,6193,ns-BOSTON,ns-BOSTON,ns-BOSTON,21170,21300,21220,21250,B-xd,,B-xd,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
6139,357,6194,ns-BOSTON,ns-BOSTON,ns-BOSTON,23750,23879,23800,23829,B-xd,,B-xd,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
6140,357,6195,ns-BOSTON,ns-BOSTON,ns-BOSTON,489,642,539,592,B,,B,,ASL_2011_07_22_Brady_scene39-camera1.mov,Lexical Signs
6141,357,6196,ns-BOSTON,ns-BOSTON,ns-BOSTON,1986,2132,2036,2082,B,,B,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
6142,357,6197,ns-BOSTON,ns-BOSTON,ns-BOSTON,1965,2118,2015,2068,B-xd,,B-xd,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
6152,27,6207,GOLD/ns-CALIFORNIA,ns-CALIFORNIA_2,ns-CALIFORNIA_2,372,500,422,450,1,,Y,,ASL_2007_05_24_scene9-camera1.mov,Lexical Signs
6185,358,6240,ns-EGYPT,ns-EGYPT,ns-EGYPT,620,756,670,706,X,,X,,ASL_2008_01_18_scene29-camera1.mov,Lexical Signs
6186,358,6241,ns-EGYPT,ns-EGYPT,ns-EGYPT,805,940,855,890,X,,X,,ASL_2008_01_18_scene29-camera1.mov,Lexical Signs
6187,358,6242,ns-EGYPT,ns-EGYPT,ns-EGYPT,835,980,885,930,X,,X,,ASL_2008_05_29a_scene9-camera1.mov,Lexical Signs
6188,358,6243,ns-EGYPT,ns-EGYPT,ns-EGYPT,1085,1225,1135,1175,X,,X,,ASL_2008_05_29a_scene9-camera1.mov,Lexical Signs
6189,358,6244,ns-EGYPT,ns-EGYPT,ns-EGYPT,430,555,480,505,L-X,,L-X,,ASL_2008_08_06_scene29-camera1.mov,Lexical Signs
6190,358,6245,ns-EGYPT,ns-EGYPT,ns-EGYPT,782,900,832,850,L-X,,L-X,,ASL_2008_08_06_scene29-camera1.mov,Lexical Signs
6191,358,6246,ns-EGYPT,ns-EGYPT,ns-EGYPT,6530,6651,6580,6601,X,,X,,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs
6192,358,6247,ns-EGYPT,ns-EGYPT,ns-EGYPT,6872,7000,6922,6950,X,,X,,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs
6294,359,6351,ns-nat-BRAZIL,ns-nat-BRAZIL,ns-nat-BRAZIL,645,770,695,720,B,,B,,ASL_2008_01_11_scene39-camera1.mov,Lexical Signs
6295,359,6352,ns-nat-BRAZIL,ns-nat-BRAZIL,ns-nat-BRAZIL,1100,1225,1150,1175,B-xd,,B-xd,,ASL_2008_01_11_scene54-camera1.mov,Lexical Signs
6296,359,6353,ns-nat-BRAZIL,ns-nat-BRAZIL,ns-nat-BRAZIL,205,345,255,295,B-xd,,B-xd,,ASL_2008_05_12a_scene34-camera1.mov,Lexical Signs
6297,359,6354,ns-nat-BRAZIL,ns-nat-BRAZIL,ns-nat-BRAZIL,255,382,305,332,B-xd,,B-xd,,ASL_2008_08_04_scene35-camera1.mov,Lexical Signs
6298,359,6355,ns-nat-BRAZIL,ns-nat-BRAZIL,ns-nat-BRAZIL,384,510,434,460,B,,B,,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs
6299,359,6356,ns-nat-BRAZIL,ns-nat-BRAZIL,ns-nat-BRAZIL,6101,6229,6151,6179,B-xd,,B-xd,,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs
6389,360,6447,ns-NETHERLANDS,ns-NETHERLANDS,ns-NETHERLANDS,1212,1360,1262,1310,5,5,flat-O,flat-O,ASL_2008_02_01_scene23-camera1.mov,Lexical Signs
6390,360,6448,ns-NETHERLANDS,ns-NETHERLANDS,ns-NETHERLANDS,1495,1620,1545,1570,B-L,B-L,flat-O,flat-O,ASL_2008_05_29a_scene51-camera1.mov,Lexical Signs
6391,360,6449,ns-NETHERLANDS,ns-NETHERLANDS,ns-NETHERLANDS,1385,1511,1435,1461,B-L,B-L,flat-O,flat-O,ASL_2011_06_14_Brady_scene35-camera1.mov,Lexical Signs
6392,360,6450,ns-NETHERLANDS,ns-NETHERLANDS,ns-NETHERLANDS,2196,2324,2246,2274,B-L,B-L,flat-O,flat-O,ASL_2011_07_22_Brady_scene44-camera1.mov,Lexical Signs
6393,360,6451,ns-NETHERLANDS,ns-NETHERLANDS,ns-NETHERLANDS,726,844,776,794,B-L,B-L,flat-O,flat-O,ASL_2006_10_10_scene14-camera1.mov,Lexical Signs
6394,360,6452,ns-NETHERLANDS,ns-NETHERLANDS,ns-NETHERLANDS,1116,1249,1166,1199,B-L,B-L,flat-O,flat-O,ASL_2007_05_24_scene17-camera1.mov,Lexical Signs
6395,360,6453,ns-NETHERLANDS,ns-NETHERLANDS_2,ns-NETHERLANDS_2,1780,1911,1830,1861,5,5,flat-O,flat-O,ASL_2008_08_13_scene19-camera1.mov,Lexical Signs
6469,361,6530,OF-COURSE,OF-COURSE,OF-COURSE,225,362,275,312,U,B,U,B,ASL_2008_02_15_scene23-camera1.mov,Lexical Signs
6470,361,6535,OF-COURSE,OF-COURSE,OF-COURSE,2537,2681,2587,2631,bent-N,psv,bent-N,psv,ASL_2008_06_10_scene23-camera1.mov,Lexical Signs
6487,95,6552,OLD,OLD,OLD+++,1275,1427,1325,1377,5-C,null,S,null,ASL_2008_05_12a_scene8-camera1.mov,Lexical Signs
6488,95,207653,OLD,OLD,OLD,1410,1537,1460,1487,C,,S,,ASL_2008_08_04_scene7-camera1.mov,Lexical Signs
6489,95,207654,OLD,OLD,OLD,8258,8376,8308,8326,5-C,,S,,ASL_2011_06_08_Brady_scene9-camera1.mov,Lexical Signs
6490,95,6555,OLD,OLD_2,OLD_2,1045,1175,1095,1125,C,,S,,ASL_2006_10_10_scene20-camera1.mov,Lexical Signs
6491,95,6556,OLD,OLD_2,OLD_2,944,1094,994,1044,C,,S,,ASL_2007_05_24_scene22-camera1.mov,Lexical Signs
6498,362,6563,ONE,ONE,ONE,2095,2235,2145,2185,1,,1,,ASL_2008_01_11_scene4-camera1.mov,Number Signs
6499,362,6564,ONE,ONE,ONE,1275,1430,1325,1380,1,,1,,ASL_2008_05_12a_scene3-camera1.mov,Number Signs
6500,362,6565,ONE,ONE,ONE,4153,4264,4203,4214,1,,1,,ASL_2011_06_08_Brady_scene4-camera1.mov,Number Signs
6501,362,6566,ONE,ONE,ONE,1288,1416,1338,1366,1,,1,,ASL_2006_10_10_scene20-camera1.mov,Number Signs
6502,362,6567,ONE,ONE,ONE,1219,1327,1269,1277,1,,1,,ASL_2007_05_24_scene22-camera1.mov,Number Signs
6525,362,6590,ONE,ONE_2,ONE_2,1576,1700,1626,1650,D,,D,,ASL_2008_08_04_scene3-camera1.mov,Number Signs
6569,363,6634,OVER/AFTER,OVER/AFTER,OVER/AFTER,1270,1410,1320,1360,B-L,B,B-L,B,ASL_2008_01_11_scene6-camera1.mov,Lexical Signs
6571,363,6636,OVER/AFTER,OVER/AFTER,OVER/AFTER,2145,2295,2195,2245,B,B,B,B,ASL_2008_02_15_scene28-camera1.mov,Lexical Signs
6572,363,6637,OVER/AFTER,OVER/AFTER,OVER/AFTER,3680,3810,3730,3760,flat-B,flat-B,flat-B,flat-B,ASL_2008_05_12a_scene6-camera1.mov,Lexical Signs
6573,363,6638,OVER/AFTER,OVER/AFTER,OVER/AFTER,310,437,360,387,B-L,B,B-L,B,ASL_2008_05_12a_scene8-camera1.mov,Lexical Signs
6574,363,6639,OVER/AFTER,OVER/AFTER,OVER/AFTER,360,475,410,425,B-L,B,B-L,B,ASL_2008_08_04_scene5-camera1.mov,Lexical Signs
6575,363,6640,OVER/AFTER,OVER/AFTER,OVER/AFTER,345,468,395,418,B-L,B,B-L,B,ASL_2008_08_04_scene7-camera1.mov,Lexical Signs
6576,363,6641,OVER/AFTER,OVER/AFTER,OVER/AFTER,6544,6664,6594,6614,B-L,B,B-L,B,ASL_2011_06_08_Brady_scene9-camera1.mov,Lexical Signs
6591,364,6656,PADDLE/CANOE,PADDLE/CANOE,PADDLE/CANOE,205,375,255,325,A,A,A,A,ASL_2008_01_11_scene64-camera1.mov,Lexical Signs
6592,364,6657,PADDLE/CANOE,PADDLE/CANOE,PADDLE/CANOE,495,694,545,644,A,A,A,A,ASL_2008_01_11_scene64-camera1.mov,Lexical Signs
6593,364,6658,PADDLE/CANOE,PADDLE/CANOE,PADDLE/CANOE,2695,2840,2745,2790,S,S,S,S,ASL_2008_05_12a_scene39-camera1.mov,Lexical Signs
6594,364,6659,PADDLE/CANOE,PADDLE/CANOE,PADDLE/CANOE,510,667,560,617,S,S,S,S,ASL_2008_05_12a_scene40-camera1.mov,Lexical Signs
6595,364,6660,PADDLE/CANOE,PADDLE/CANOE,PADDLE/CANOE,4085,4242,4135,4192,S,S,S,S,ASL_2008_08_04_scene40-camera1.mov,Lexical Signs
6596,364,6661,PADDLE/CANOE,PADDLE/CANOE,PADDLE/CANOE,342,524,392,474,S,S,S,S,ASL_2008_08_04_scene41-camera1.mov,Lexical Signs
6597,364,6662,PADDLE/CANOE,PADDLE/CANOE,PADDLE/CANOE,10318,10476,10368,10426,S,S,S,S,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
6598,364,6663,PADDLE/CANOE,PADDLE/CANOE,PADDLE/CANOE,10784,10962,10834,10912,A,A,A,A,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
6601,365,6666,PAINT,PAINT,PAINT+,1137,1300,1187,1250,bent-B-L,B-L,B-L,B-L,ASL_2008_02_15_scene29-camera1.mov,Lexical Signs
6602,365,6667,PAINT,PAINT,PAINT+,2857,3002,2907,2952,B-L,B-L,B-L,B-L,ASL_2008_03_28_scene34-camera1.mov,Lexical Signs
6603,365,6668,PAINT,PAINT,PAINT+,2480,2616,2530,2566,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene24-camera1.mov,Lexical Signs
6604,365,6669,PAINT,PAINT,PAINT+,409,569,459,519,B-L,B-L,B-L,B-L,ASL_2011_07_22_Brady_scene23-camera1.mov,Lexical Signs
6605,365,6670,PAINT,PAINT,PAINT+,913,1072,963,1022,bent-B-L,B-L,B-L,B-L,ASL_2006_10_10_scene20-camera1.mov,Lexical Signs
6606,365,6671,PAINT,PAINT,PAINT+,803,989,853,939,B-L,B-L,bent-B-L,B-L,ASL_2007_05_24_scene22-camera1.mov,Lexical Signs
6607,365,6672,PAINT,PAINT_2,PAINT_2+,1415,1582,1465,1532,V,B-L,V,B-L,ASL_2008_02_15_scene29-camera1.mov,Lexical Signs
6608,365,6673,PAINT,PAINT_2,PAINT_2+,2860,3010,2910,2960,U,B-L,U,B-L,ASL_2011_07_19_Brady_scene24-camera1.mov,Lexical Signs
6648,366,6712,PAST,PAST,PAST+,1270,1400,1320,1350,B-L,,bent-B-L,,ASL_2008_01_11_scene28-camera1.mov,Lexical Signs
6649,366,6713,PAST,PAST,PAST+,416,535,466,485,B-L,,bent-B-L,,ASL_2008_05_12a_scene24-camera1.mov,Lexical Signs
6650,366,6714,PAST,PAST,PAST+,3368,3497,3418,3447,B-L,,bent-B-L,,ASL_2008_08_04_scene18-camera1.mov,Lexical Signs
6651,366,6715,PAST,PAST,PAST+,435,560,485,510,B-L,,B-L,,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs
6652,366,6716,PAST,PAST,PAST++,4115,4261,4165,4211,B-L,,bent-B-L,,ASL_2008_05_12a_scene18-camera1.mov,Lexical Signs
6653,366,6717,PAST,PAST,PAST++,660,792,710,742,B-L,,bent-B-L,,ASL_2008_05_12a_scene24-camera1.mov,Lexical Signs
6654,366,6718,PAST,PAST_2,PAST_2,1025,1146,1075,1096,B-L,,bent-B-L,,ASL_2008_01_11_scene37-camera1.mov,Lexical Signs
6655,366,6719,PAST,PAST_2,PAST_2,1135,1280,1185,1230,B-L,,bent-B-L,,ASL_2008_02_15_scene32-camera1.mov,Lexical Signs
6656,366,6720,PAST,PAST_2,PAST_2,385,502,435,452,B-L,,bent-B-L,,ASL_2008_08_04_scene25-camera1.mov,Lexical Signs
6657,366,6721,PAST,PAST_2,PAST_2,5488,5606,5538,5556,B-L,,B-L,,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs
6658,366,6722,PAST,PAST_2,PAST_2,671,791,721,741,B-L,,B-L,,ASL_2011_07_19_Brady_scene27-camera1.mov,Lexical Signs
6659,366,6723,PAST,PAST_2,PAST_2,2378,2499,2428,2449,B-L,,bent-B-L,,ASL_2006_01_20_scene22-camera1.mov,Lexical Signs
6662,367,6727,PATIENT,PATIENT,PATIENT,2430,2562,2480,2512,A,,A,,ASL_2008_02_15_scene32-camera1.mov,Lexical Signs
6663,367,6728,PATIENT,PATIENT,PATIENT,2110,2236,2160,2186,A,,A,,ASL_2011_07_19_Brady_scene27-camera1.mov,Lexical Signs
6664,367,6729,PATIENT,PATIENT,PATIENT+,755,906,805,856,A,,A,,ASL_2008_02_01_scene29-camera1.mov,Lexical Signs
6665,367,6730,PATIENT,PATIENT,PATIENT+,297,457,347,407,A,,A,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
6666,367,6731,PATIENT,PATIENT,PATIENT++,1715,1854,1765,1804,A,,A,,ASL_2011_07_22_Brady_scene45-camera1.mov,Lexical Signs
6667,367,207866,PATIENT,PATIENT,PATIENT,437,555,487,505,A,,A,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
6721,368,6785,PERMIT,PERMIT,PERMIT,702,835,752,785,K,K,K,K,ASL_2008_02_15_scene36-camera1.mov,Lexical Signs
6722,368,6787,PERMIT,PERMIT,PERMIT,2931,3042,2981,2992,K,K,K,K,ASL_2011_07_19_Brady_scene30-camera1.mov,Lexical Signs
6723,368,6788,PERMIT,PERMIT,PERMIT,1357,1466,1407,1416,K,K,K,K,ASL_2011_07_19_Brady_scene43-camera1.mov,Lexical Signs
6724,368,6789,PERMIT,PERMIT,PERMIT,2702,2809,2752,2759,K,K,K,K,ASL_2006_10_10_scene20-camera1.mov,Lexical Signs
6725,368,6790,PERMIT,PERMIT,PERMIT+,805,947,855,897,K,K,K,K,ASL_2008_02_15_scene49-camera1.mov,Lexical Signs
6726,368,207657,PERMIT,PERMIT,PERMIT,2741,2856,2791,2806,K,K,K,K,ASL_2007_05_24_scene22-camera1.mov,Lexical Signs
6767,369,6831,PING-PONG/TENNIS,PING-PONG/TENNIS,PING-PONG/TENNIS,275,430,325,380,A,,A,,ASL_2008_01_11_scene30-camera1.mov,Lexical Signs
6768,369,6832,PING-PONG/TENNIS,PING-PONG/TENNIS,PING-PONG/TENNIS,3175,3337,3225,3287,A,,A,,ASL_2008_03_28_scene7-camera1.mov,Lexical Signs
6769,369,6833,PING-PONG/TENNIS,PING-PONG/TENNIS,PING-PONG/TENNIS,2110,2242,2160,2192,X-over-thumb,,X-over-thumb,,ASL_2008_08_04_scene19-camera1.mov,Lexical Signs
6770,369,6834,PING-PONG/TENNIS,PING-PONG/TENNIS,PING-PONG/TENNIS,6200,6340,6250,6290,X-over-thumb,,X-over-thumb,,ASL_2011_06_08_Brady_scene15-camera1.mov,Lexical Signs
6771,369,6835,PING-PONG/TENNIS,PING-PONG/TENNIS,PING-PONG/TENNIS,2981,3123,3031,3073,X-over-thumb,,X-over-thumb,,ASL_2011_07_19_Brady_scene33-camera1.mov,Lexical Signs
6772,369,6836,PING-PONG/TENNIS,PING-PONG/TENNIS,PING-PONG/TENNIS,3676,3853,3726,3803,X-over-thumb,,X-over-thumb,,ASL_2011_07_19_Brady_scene33-camera1.mov,Lexical Signs
6773,369,6837,PING-PONG/TENNIS,PING-PONG/TENNIS,PING-PONG/TENNIS,584,744,634,694,X-over-thumb,,X-over-thumb,,ASL_2011_07_19_Brady_scene112-camera1.mov,Lexical Signs
6774,369,6838,PING-PONG/TENNIS,PING-PONG_2,PING-PONG_2,5065,5205,5115,5155,flat-O,,flat-O,,ASL_2008_02_15_scene39-camera1.mov,Lexical Signs
6800,55,6864,PLACE,PLACE,PLACE,1221,1392,1271,1342,K,K,K,K,ASL_2008_02_15_scene41-camera1.mov,Lexical Signs
6801,55,6865,PLACE,PLACE,PLACE,11424,11549,11474,11499,K,K,K,K,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs
6802,55,6866,PLACE,PLACE,PLACE,2062,2189,2112,2139,K,K,K,K,ASL_2011_07_19_Brady_scene35-camera1.mov,Lexical Signs
6803,55,6867,PLACE,PLACE,PLACE,189,315,239,265,K,K,K,K,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs
6804,55,6868,PLACE,PLACE,PLACE,110,261,160,211,K,K,K,K,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs
6814,370,6878,PLAY,PLAY,PLAY+,2324,2475,2374,2425,Y,Y,Y,Y,ASL_2008_02_15_scene41-camera1.mov,Lexical Signs
6815,370,6879,PLAY,PLAY,PLAY+,2800,2929,2850,2879,Y,Y,Y,Y,ASL_2011_07_19_Brady_scene35-camera1.mov,Lexical Signs
6816,370,6880,PLAY,PLAY,PLAY++,2142,2302,2192,2252,Y,Y,Y,Y,ASL_2010_08_10_Liz_additional_lexicon_signs_scene7-camera1.mov,Lexical Signs
6817,370,6881,PLAY,PLAY,PLAY++,115,255,165,205,Y,Y,Y,Y,ASL_2011_07_19_Brady_scene27-camera1.mov,Lexical Signs
6818,370,6882,PLAY,PLAY,PLAY++,834,982,884,932,Y,Y,Y,Y,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs
6819,370,6883,PLAY,PLAY,PLAY++,766,922,816,872,Y,Y,Y,Y,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs
6822,219,6887,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY+,1030,1222,1080,1172,B-L,,B-L,,ASL_2008_01_18_scene32-camera1.mov,Lexical Signs
6823,219,6888,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY+,1411,1574,1461,1524,B-L,,B-L,,ASL_2008_02_15_scene42-camera1.mov,Lexical Signs
6824,219,6889,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY+,545,700,595,650,B-L,,B-L,,ASL_2008_08_06_scene32-camera1.mov,Lexical Signs
6825,219,6890,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY+,5300,5454,5350,5404,B-L,,B-L,,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs
6826,219,6891,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY+,1985,2129,2035,2079,B-L,,B-L,,ASL_2011_07_19_Brady_scene36-camera1.mov,Lexical Signs
6827,219,6892,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY+,1693,1866,1743,1816,B-L,,B-L,,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs
6828,219,207767,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY,1574,1711,1624,1661,B-L,,B-L,,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs
6836,371,6901,PLUS,PLUS,PLUS,389,528,439,478,1,1,1,1,ASL_2008_05_12b_scene9-camera1.mov,Lexical Signs
6837,371,6902,PLUS,PLUS,PLUS+,3092,3222,3142,3172,1,1,1,1,ASL_2008_02_15_scene44-camera1.mov,Lexical Signs
6838,371,6903,PLUS,PLUS,PLUS+,4248,4370,4298,4320,1,1,1,1,ASL_2011_07_19_Brady_scene38-camera1.mov,Lexical Signs
6839,371,6904,PLUS,PLUS,PLUS+,4394,4512,4444,4462,1,1,1,1,ASL_2011_07_19_Brady_scene38-camera1.mov,Lexical Signs
6840,371,6905,PLUS,PLUS,PLUS+,1296,1421,1346,1371,1,1,1,1,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs
6841,371,207873,PLUS,PLUS,PLUS,1331,1444,1381,1394,1,1,1,1,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs
6859,24,6922,PONDER,PONDER,PONDER+,245,421,295,371,flat-O,flat-O,flat-O,flat-O,ASL_2008_02_15_scene2-camera1.mov,Lexical Signs
6860,24,6923,PONDER,PONDER,PONDER+,6630,6774,6680,6724,fanned-flat-O,fanned-flat-O,fanned-flat-O,fanned-flat-O,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs
6861,24,6924,PONDER,PONDER,PONDER+,1205,1377,1255,1327,O,O,O,O,ASL_2011_07_22_Brady_scene47-camera1.mov,Lexical Signs
6862,24,6925,PONDER,PONDER_2,PONDER_2+,2612,2770,2662,2720,fanned-flat-O,fanned-flat-O,fanned-flat-O,fanned-flat-O,ASL_2008_06_10_scene11-camera1.mov,Lexical Signs
6878,372,6941,POSS:i,POSS:i/j/k/l,POSS+++:i/j/k/l,4467,4626,4517,4576,B-L,,B-L,,ASL_2011_07_19_Brady_scene113-camera1.mov,Lexical Signs
6879,372,6942,POSS:i,POSS:i,POSS+:i,2120,2256,2170,2206,B-L,,B-L,,ASL_2008_02_01_scene21-camera1.mov,Lexical Signs
6880,372,6943,POSS:i,POSS:i,POSS+:i,165,307,215,257,B-L,,B-L,,ASL_2008_02_01_scene22-camera1.mov,Lexical Signs
6881,372,6944,POSS:i,POSS:i,POSS+:i,2595,2716,2645,2666,B-L,,B-L,,ASL_2008_05_29a_scene49-camera1.mov,Lexical Signs
6882,372,6945,POSS:i,POSS:i,POSS+:i,2875,3000,2925,2950,B-L,,B-L,,ASL_2008_08_13_scene17-camera1.mov,Lexical Signs
6883,372,6946,POSS:i,POSS:i,POSS+:i,4852,4975,4902,4925,B-L,,B-L,,ASL_2011_06_14_Brady_scene33-camera1.mov,Lexical Signs
6884,372,6963,POSS:i,POSS:i,POSS:i,1466,1585,1516,1535,B-L,,B-L,,ASL_2008_05_29a_scene49-camera1.mov,Lexical Signs
6885,372,6964,POSS:i,POSS:i,POSS:i,2175,2295,2225,2245,B-L,,B-L,,ASL_2008_08_13_scene17-camera1.mov,Lexical Signs
